store_id,product_id,date,sales,is_special_day
1,1,2022-08-10,127,0
1,1,2022-08-11,115,0
1,1,2022-08-12,107,0
1,1,2022-08-13,103,0
1,1,2022-08-14,99,0
1,1,2022-08-15,115,0
1,1,2022-08-16,123,0
1,1,2022-08-17,123,0
1,1,2022-08-18,121,0
1,1,2022-08-19,103,0
1,1,2022-08-20,107,0
1,1,2022-08-21,102,0
1,1,2022-08-22,108,0
1,1,2022-08-23,119,0
1,1,2022-08-24,127,0
1,1,2022-08-25,116,0
1,1,2022-08-26,104,0
1,1,2022-08-27,98,0
1,1,2022-08-28,103,0
1,1,2022-08-29,106,0
1,1,2022-08-30,115,0
1,1,2022-08-31,126,0
1,1,2022-09-01,120,0
1,1,2022-09-02,107,0
1,1,2022-09-03,111,1
1,1,2022-09-04,104,0
1,1,2022-09-05,118,0
1,1,2022-09-06,120,0
1,1,2022-09-07,124,0
1,1,2022-09-08,115,0
1,1,2022-09-09,107,0
1,1,2022-09-10,103,0
1,1,2022-09-11,104,0
1,1,2022-09-12,106,0
1,1,2022-09-13,123,0
1,1,2022-09-14,119,0
1,1,2022-09-15,122,0
1,1,2022-09-16,109,0
1,1,2022-09-17,102,0
1,1,2022-09-18,105,0
1,1,2022-09-19,111,0
1,1,2022-09-20,117,0
1,1,2022-09-21,121,0
1,1,2022-09-22,118,0
1,1,2022-09-23,105,0
1,1,2022-09-24,99,0
1,1,2022-09-25,102,0
1,1,2022-09-26,114,0
1,1,2022-09-27,123,0
1,1,2022-09-28,122,0
1,1,2022-09-29,117,0
1,1,2022-09-30,105,0
1,1,2022-10-01,120,1
1,1,2022-10-02,105,0
1,1,2022-10-03,109,0
1,1,2022-10-04,113,0
1,1,2022-10-05,117,0
1,1,2022-10-06,113,0
1,1,2022-10-07,110,0
1,1,2022-10-08,106,0
1,1,2022-10-09,102,0
1,1,2022-10-10,109,0
1,1,2022-10-11,119,0
1,1,2022-10-12,120,0
1,1,2022-10-13,118,0
1,1,2022-10-14,105,0
1,1,2022-10-15,104,0
1,1,2022-10-16,102,0
1,1,2022-10-17,113,0
1,1,2022-10-18,118,0
1,1,2022-10-19,118,0
1,1,2022-10-20,121,0
1,1,2022-10-21,109,0
1,1,2022-10-22,95,0
1,1,2022-10-23,101,0
1,1,2022-10-24,114,0
1,1,2022-10-25,115,0
1,1,2022-10-26,122,0
1,1,2022-10-27,117,0
1,1,2022-10-28,104,0
1,1,2022-10-29,101,0
1,1,2022-10-30,96,0
1,1,2022-10-31,116,0
1,1,2022-11-01,117,0
1,1,2022-11-02,122,0
1,1,2022-11-03,116,0
1,1,2022-11-04,110,0
1,1,2022-11-05,115,1
1,1,2022-11-06,103,0
1,1,2022-11-07,112,0
1,1,2022-11-08,121,0
1,1,2022-11-09,123,0
1,1,2022-11-10,113,0
1,1,2022-11-11,104,0
1,1,2022-11-12,104,0
1,1,2022-11-13,96,0
1,1,2022-11-14,115,0
1,1,2022-11-15,117,0
1,1,2022-11-16,120,0
1,1,2022-11-17,112,0
1,1,2022-11-18,105,0
1,1,2022-11-19,104,0
1,1,2022-11-20,104,0
1,1,2022-11-21,111,0
1,1,2022-11-22,118,0
1,1,2022-11-23,115,0
1,1,2022-11-24,112,0
1,1,2022-11-25,104,0
1,1,2022-11-26,101,0
1,1,2022-11-27,102,0
1,1,2022-11-28,113,0
1,1,2022-11-29,119,0
1,1,2022-11-30,120,0
1,1,2022-12-01,121,0
1,1,2022-12-02,106,0
1,1,2022-12-03,110,1
1,1,2022-12-04,107,0
1,1,2022-12-05,113,0
1,1,2022-12-06,123,0
1,1,2022-12-07,119,0
1,1,2022-12-08,117,0
1,1,2022-12-09,101,0
1,1,2022-12-10,102,0
1,1,2022-12-11,101,0
1,1,2022-12-12,105,0
1,1,2022-12-13,120,0
1,1,2022-12-14,114,0
1,1,2022-12-15,108,0
1,1,2022-12-16,106,0
1,1,2022-12-17,101,0
1,1,2022-12-18,104,0
1,1,2022-12-19,111,0
1,1,2022-12-20,121,0
1,1,2022-12-21,121,0
1,1,2022-12-22,113,0
1,1,2022-12-23,105,0
1,1,2022-12-24,99,0
1,1,2022-12-25,102,0
1,1,2022-12-26,106,0
1,1,2022-12-27,118,0
1,1,2022-12-28,119,0
1,1,2022-12-29,114,0
1,1,2022-12-30,106,0
1,1,2022-12-31,92,0
1,1,2023-01-01,98,0
1,1,2023-01-02,109,0
1,1,2023-01-03,117,0
1,1,2023-01-04,119,0
1,1,2023-01-05,114,0
1,1,2023-01-06,109,0
1,1,2023-01-07,116,1
1,1,2023-01-08,100,0
1,1,2023-01-09,104,0
1,1,2023-01-10,113,0
1,1,2023-01-11,120,0
1,1,2023-01-12,116,0
1,1,2023-01-13,109,0
1,1,2023-01-14,97,0
1,1,2023-01-15,100,0
1,1,2023-01-16,109,0
1,1,2023-01-17,123,0
1,1,2023-01-18,119,0
1,1,2023-01-19,118,0
1,1,2023-01-20,105,0
1,1,2023-01-21,102,0
1,1,2023-01-22,104,0
1,1,2023-01-23,109,0
1,1,2023-01-24,113,0
1,1,2023-01-25,117,0
1,1,2023-01-26,117,0
1,1,2023-01-27,107,0
1,1,2023-01-28,97,0
1,1,2023-01-29,100,0
1,1,2023-01-30,103,0
1,1,2023-01-31,121,0
1,1,2023-02-01,121,0
1,1,2023-02-02,112,0
1,1,2023-02-03,105,0
1,1,2023-02-04,103,1
1,1,2023-02-05,99,0
1,1,2023-02-06,112,0
1,1,2023-02-07,119,0
1,1,2023-02-08,119,0
1,1,2023-02-09,113,0
1,1,2023-02-10,106,0
1,1,2023-02-11,98,0
1,1,2023-02-12,95,0
1,1,2023-02-13,108,0
1,1,2023-02-14,117,0
1,1,2023-02-15,121,0
1,1,2023-02-16,108,0
1,1,2023-02-17,103,0
1,1,2023-02-18,98,0
1,1,2023-02-19,97,0
1,1,2023-02-20,109,0
1,1,2023-02-21,118,0
1,1,2023-02-22,117,0
1,1,2023-02-23,118,0
1,1,2023-02-24,103,0
1,1,2023-02-25,97,0
1,1,2023-02-26,99,0
1,1,2023-02-27,105,0
1,1,2023-02-28,114,0
1,1,2023-03-01,113,0
1,1,2023-03-02,112,0
1,1,2023-03-03,104,0
1,1,2023-03-04,104,1
1,1,2023-03-05,100,0
1,1,2023-03-06,108,0
1,1,2023-03-07,117,0
1,1,2023-03-08,121,0
1,1,2023-03-09,115,0
1,1,2023-03-10,101,0
1,1,2023-03-11,96,0
1,1,2023-03-12,102,0
1,1,2023-03-13,106,0
1,1,2023-03-14,112,0
1,1,2023-03-15,124,0
1,1,2023-03-16,111,0
1,1,2023-03-17,101,0
1,1,2023-03-18,91,0
1,1,2023-03-19,102,0
1,1,2023-03-20,104,0
1,1,2023-03-21,115,0
1,1,2023-03-22,120,0
1,1,2023-03-23,109,0
1,1,2023-03-24,103,0
1,1,2023-03-25,102,0
1,1,2023-03-26,92,0
1,1,2023-03-27,105,0
1,1,2023-03-28,112,0
1,1,2023-03-29,116,0
1,1,2023-03-30,111,0
1,1,2023-03-31,100,0
1,1,2023-04-01,109,1
1,1,2023-04-02,97,0
1,1,2023-04-03,106,0
1,1,2023-04-04,116,0
1,1,2023-04-05,120,0
1,1,2023-04-06,115,0
1,1,2023-04-07,105,0
1,1,2023-04-08,95,0
1,1,2023-04-09,99,0
1,1,2023-04-10,114,0
1,1,2023-04-11,118,0
1,1,2023-04-12,115,0
1,1,2023-04-13,116,0
1,1,2023-04-14,101,0
1,1,2023-04-15,95,0
1,1,2023-04-16,103,0
1,1,2023-04-17,103,0
1,1,2023-04-18,109,0
1,1,2023-04-19,119,0
1,1,2023-04-20,111,0
1,1,2023-04-21,103,0
1,1,2023-04-22,96,0
1,1,2023-04-23,98,0
1,1,2023-04-24,105,0
1,1,2023-04-25,113,0
1,1,2023-04-26,115,0
1,1,2023-04-27,110,0
1,1,2023-04-28,100,0
1,1,2023-04-29,95,0
1,1,2023-04-30,91,0
1,1,2023-05-01,109,0
1,1,2023-05-02,116,0
1,1,2023-05-03,116,0
1,1,2023-05-04,112,0
1,1,2023-05-05,103,0
1,1,2023-05-06,108,1
1,1,2023-05-07,97,0
1,1,2023-05-08,108,0
1,1,2023-05-09,115,0
1,1,2023-05-10,122,0
1,1,2023-05-11,116,0
1,1,2023-05-12,105,0
1,1,2023-05-13,94,0
1,1,2023-05-14,97,0
1,1,2023-05-15,103,0
1,1,2023-05-16,115,0
1,1,2023-05-17,108,0
1,1,2023-05-18,109,0
1,1,2023-05-19,101,0
1,1,2023-05-20,92,0
1,1,2023-05-21,101,0
1,1,2023-05-22,103,0
1,1,2023-05-23,115,0
1,1,2023-05-24,124,0
1,1,2023-05-25,106,0
1,1,2023-05-26,101,0
1,1,2023-05-27,95,0
1,1,2023-05-28,96,0
1,1,2023-05-29,108,0
1,1,2023-05-30,117,0
1,1,2023-05-31,118,0
1,1,2023-06-01,108,0
1,1,2023-06-02,109,0
1,1,2023-06-03,99,1
1,1,2023-06-04,95,0
1,1,2023-06-05,106,0
1,1,2023-06-06,114,0
1,1,2023-06-07,117,0
1,1,2023-06-08,115,0
1,1,2023-06-09,101,0
1,1,2023-06-10,96,0
1,1,2023-06-11,96,0
1,1,2023-06-12,108,0
1,1,2023-06-13,113,0
1,1,2023-06-14,115,0
1,1,2023-06-15,112,0
1,1,2023-06-16,104,0
1,1,2023-06-17,89,0
1,1,2023-06-18,99,0
1,1,2023-06-19,105,0
1,1,2023-06-20,116,0
1,1,2023-06-21,115,0
1,1,2023-06-22,114,0
1,1,2023-06-23,99,0
1,1,2023-06-24,89,0
1,1,2023-06-25,101,0
1,1,2023-06-26,103,0
1,1,2023-06-27,109,0
1,1,2023-06-28,115,0
1,1,2023-06-29,109,0
1,1,2023-06-30,104,0
1,1,2023-07-01,114,1
1,1,2023-07-02,98,0
1,1,2023-07-03,103,0
1,1,2023-07-04,114,0
1,1,2023-07-05,116,0
1,1,2023-07-06,111,0
1,1,2023-07-07,98,0
1,1,2023-07-08,94,0
1,1,2023-07-09,99,0
1,1,2023-07-10,109,0
1,1,2023-07-11,116,0
1,1,2023-07-12,115,0
1,1,2023-07-13,108,0
1,1,2023-07-14,102,0
1,1,2023-07-15,92,0
1,1,2023-07-16,95,0
1,1,2023-07-17,110,0
1,1,2023-07-18,114,0
1,1,2023-07-19,114,0
1,1,2023-07-20,112,0
1,1,2023-07-21,105,0
1,1,2023-07-22,94,0
1,1,2023-07-23,96,0
1,1,2023-07-24,103,0
1,1,2023-07-25,116,0
1,1,2023-07-26,118,0
1,1,2023-07-27,113,0
1,1,2023-07-28,104,0
1,1,2023-07-29,90,0
1,1,2023-07-30,98,0
1,1,2023-07-31,102,0
1,1,2023-08-01,111,0
1,1,2023-08-02,115,0
1,1,2023-08-03,112,0
1,1,2023-08-04,98,0
1,1,2023-08-05,98,1
1,1,2023-08-06,97,0
1,1,2023-08-07,113,0
1,1,2023-08-08,112,0
1,1,2023-08-09,114,0
1,1,2023-08-10,114,0
1,1,2023-08-11,102,0
1,1,2023-08-12,95,0
1,1,2023-08-13,98,0
1,1,2023-08-14,105,0
1,1,2023-08-15,109,0
1,1,2023-08-16,110,0
1,1,2023-08-17,114,0
1,1,2023-08-18,101,0
1,1,2023-08-19,95,0
1,1,2023-08-20,96,0
1,1,2023-08-21,107,0
1,1,2023-08-22,120,0
1,1,2023-08-23,116,0
1,1,2023-08-24,107,0
1,1,2023-08-25,100,0
1,1,2023-08-26,98,0
1,1,2023-08-27,95,0
1,1,2023-08-28,107,0
1,1,2023-08-29,105,0
1,1,2023-08-30,113,0
1,1,2023-08-31,110,0
1,1,2023-09-01,104,0
1,1,2023-09-02,101,1
1,1,2023-09-03,92,0
1,1,2023-09-04,103,0
1,1,2023-09-05,109,0
1,1,2023-09-06,113,0
1,1,2023-09-07,108,0
1,1,2023-09-08,96,0
1,1,2023-09-09,97,0
1,1,2023-09-10,96,0
1,1,2023-09-11,107,0
1,1,2023-09-12,106,0
1,1,2023-09-13,111,0
1,1,2023-09-14,110,0
1,1,2023-09-15,97,0
1,1,2023-09-16,94,0
1,1,2023-09-17,96,0
1,1,2023-09-18,104,0
1,1,2023-09-19,110,0
1,1,2023-09-20,114,0
1,1,2023-09-21,106,0
1,1,2023-09-22,101,0
1,1,2023-09-23,94,0
1,1,2023-09-24,96,0
1,1,2023-09-25,111,0
1,1,2023-09-26,108,0
1,1,2023-09-27,118,0
1,1,2023-09-28,100,0
1,1,2023-09-29,93,0
1,1,2023-09-30,90,0
1,1,2023-10-01,92,0
1,1,2023-10-02,104,0
1,1,2023-10-03,112,0
1,1,2023-10-04,112,0
1,1,2023-10-05,107,0
1,1,2023-10-06,101,0
1,1,2023-10-07,104,1
1,1,2023-10-08,92,0
1,1,2023-10-09,102,0
1,1,2023-10-10,111,0
1,1,2023-10-11,115,0
1,1,2023-10-12,105,0
1,1,2023-10-13,99,0
1,1,2023-10-14,94,0
1,1,2023-10-15,93,0
1,1,2023-10-16,101,0
1,1,2023-10-17,111,0
1,1,2023-10-18,113,0
1,1,2023-10-19,109,0
1,1,2023-10-20,96,0
1,1,2023-10-21,92,0
1,1,2023-10-22,95,0
1,1,2023-10-23,106,0
1,1,2023-10-24,108,0
1,1,2023-10-25,114,0
1,1,2023-10-26,108,0
1,1,2023-10-27,104,0
1,1,2023-10-28,90,0
1,1,2023-10-29,93,0
1,1,2023-10-30,100,0
1,1,2023-10-31,106,0
1,1,2023-11-01,118,0
1,1,2023-11-02,104,0
1,1,2023-11-03,96,0
1,1,2023-11-04,111,1
1,1,2023-11-05,90,0
1,1,2023-11-06,105,0
1,1,2023-11-07,106,0
1,1,2023-11-08,116,0
1,1,2023-11-09,101,0
1,1,2023-11-10,93,0
1,1,2023-11-11,91,0
1,1,2023-11-12,98,0
1,1,2023-11-13,103,0
1,1,2023-11-14,109,0
1,1,2023-11-15,116,0
1,1,2023-11-16,113,0
1,1,2023-11-17,100,0
1,1,2023-11-18,91,0
1,1,2023-11-19,93,0
1,1,2023-11-20,99,0
1,1,2023-11-21,111,0
1,1,2023-11-22,107,0
1,1,2023-11-23,108,0
1,1,2023-11-24,104,0
1,1,2023-11-25,95,0
1,1,2023-11-26,93,0
1,1,2023-11-27,104,0
1,1,2023-11-28,115,0
1,1,2023-11-29,117,0
1,1,2023-11-30,104,0
1,1,2023-12-01,100,0
1,1,2023-12-02,106,1
1,1,2023-12-03,97,0
1,1,2023-12-04,103,0
1,1,2023-12-05,103,0
1,1,2023-12-06,111,0
1,1,2023-12-07,107,0
1,1,2023-12-08,94,0
1,1,2023-12-09,94,0
1,1,2023-12-10,90,0
1,1,2023-12-11,100,0
1,1,2023-12-12,114,0
1,1,2023-12-13,109,0
1,1,2023-12-14,108,0
1,1,2023-12-15,92,0
1,1,2023-12-16,99,0
1,1,2023-12-17,93,0
1,1,2023-12-18,102,0
1,1,2023-12-19,110,0
1,1,2023-12-20,114,0
1,1,2023-12-21,102,0
1,1,2023-12-22,98,0
1,1,2023-12-23,90,0
1,1,2023-12-24,89,0
1,1,2023-12-25,105,0
1,1,2023-12-26,109,0
1,1,2023-12-27,112,0
1,1,2023-12-28,107,0
1,1,2023-12-29,96,0
1,1,2023-12-30,98,0
1,1,2023-12-31,94,0
1,1,2024-01-01,97,0
1,1,2024-01-02,108,0
1,1,2024-01-03,113,0
1,1,2024-01-04,108,0
1,1,2024-01-05,94,0
1,1,2024-01-06,103,1
1,1,2024-01-07,88,0
1,1,2024-01-08,105,0
1,1,2024-01-09,105,0
1,1,2024-01-10,111,0
1,1,2024-01-11,109,0
1,1,2024-01-12,97,0
1,1,2024-01-13,94,0
1,1,2024-01-14,95,0
1,1,2024-01-15,105,0
1,1,2024-01-16,112,0
1,1,2024-01-17,110,0
1,1,2024-01-18,108,0
1,1,2024-01-19,92,0
1,1,2024-01-20,91,0
1,1,2024-01-21,96,0
1,1,2024-01-22,102,0
1,1,2024-01-23,110,0
1,1,2024-01-24,110,0
1,1,2024-01-25,109,0
1,1,2024-01-26,97,0
1,1,2024-01-27,90,0
1,1,2024-01-28,96,0
1,1,2024-01-29,97,0
1,1,2024-01-30,110,0
1,1,2024-01-31,108,0
1,1,2024-02-01,109,0
1,1,2024-02-02,96,0
1,1,2024-02-03,104,1
1,1,2024-02-04,94,0
1,1,2024-02-05,95,0
1,1,2024-02-06,107,0
1,1,2024-02-07,114,0
1,1,2024-02-08,108,0
1,1,2024-02-09,97,0
1,1,2024-02-10,87,0
1,1,2024-02-11,95,0
1,1,2024-02-12,103,0
1,1,2024-02-13,109,0
1,1,2024-02-14,114,0
1,1,2024-02-15,103,0
1,1,2024-02-16,95,0
1,1,2024-02-17,84,0
1,1,2024-02-18,96,0
1,1,2024-02-19,102,0
1,1,2024-02-20,103,0
1,1,2024-02-21,105,0
1,1,2024-02-22,102,0
1,1,2024-02-23,99,0
1,1,2024-02-24,90,0
1,1,2024-02-25,90,0
1,1,2024-02-26,98,0
1,1,2024-02-27,105,0
1,1,2024-02-28,104,0
1,1,2024-02-29,101,0
1,1,2024-03-01,93,0
1,1,2024-03-02,103,1
1,1,2024-03-03,92,0
1,1,2024-03-04,98,0
1,1,2024-03-05,115,0
1,1,2024-03-06,108,0
1,1,2024-03-07,108,0
1,1,2024-03-08,101,0
1,1,2024-03-09,86,0
1,1,2024-03-10,93,0
1,1,2024-03-11,99,0
1,1,2024-03-12,106,0
1,1,2024-03-13,112,0
1,1,2024-03-14,103,0
1,1,2024-03-15,94,0
1,1,2024-03-16,90,0
1,1,2024-03-17,91,0
1,1,2024-03-18,97,0
1,1,2024-03-19,110,0
1,1,2024-03-20,113,0
1,1,2024-03-21,105,0
1,1,2024-03-22,95,0
1,1,2024-03-23,88,0
1,1,2024-03-24,90,0
1,1,2024-03-25,107,0
1,1,2024-03-26,111,0
1,1,2024-03-27,107,0
1,1,2024-03-28,105,0
1,1,2024-03-29,95,0
1,1,2024-03-30,92,0
1,1,2024-03-31,94,0
1,1,2024-04-01,103,0
1,1,2024-04-02,105,0
1,1,2024-04-03,110,0
1,1,2024-04-04,99,0
1,1,2024-04-05,92,0
1,1,2024-04-06,107,1
1,1,2024-04-07,89,0
1,1,2024-04-08,97,0
1,1,2024-04-09,108,0
1,1,2024-04-10,112,0
1,1,2024-04-11,101,0
1,1,2024-04-12,85,0
1,1,2024-04-13,87,0
1,1,2024-04-14,95,0
1,1,2024-04-15,101,0
1,1,2024-04-16,111,0
1,1,2024-04-17,106,0
1,1,2024-04-18,99,0
1,1,2024-04-19,97,0
1,1,2024-04-20,90,0
1,1,2024-04-21,93,0
1,1,2024-04-22,102,0
1,1,2024-04-23,109,0
1,1,2024-04-24,110,0
1,1,2024-04-25,106,0
1,1,2024-04-26,97,0
1,1,2024-04-27,92,0
1,1,2024-04-28,95,0
1,1,2024-04-29,104,0
1,1,2024-04-30,105,0
1,1,2024-05-01,110,0
1,1,2024-05-02,102,0
1,1,2024-05-03,92,0
1,1,2024-05-04,96,1
1,1,2024-05-05,93,0
1,1,2024-05-06,100,0
1,1,2024-05-07,108,0
1,1,2024-05-08,108,0
1,1,2024-05-09,103,0
1,1,2024-05-10,97,0
1,1,2024-05-11,85,0
1,1,2024-05-12,91,0
1,1,2024-05-13,99,0
1,1,2024-05-14,109,0
1,1,2024-05-15,105,0
1,1,2024-05-16,108,0
1,1,2024-05-17,95,0
1,1,2024-05-18,90,0
1,1,2024-05-19,90,0
1,1,2024-05-20,101,0
1,1,2024-05-21,107,0
1,1,2024-05-22,112,0
1,1,2024-05-23,99,0
1,1,2024-05-24,95,0
1,1,2024-05-25,90,0
1,1,2024-05-26,90,0
1,1,2024-05-27,98,0
1,1,2024-05-28,105,0
1,1,2024-05-29,109,0
1,1,2024-05-30,98,0
1,1,2024-05-31,97,0
1,1,2024-06-01,100,1
1,1,2024-06-02,91,0
1,1,2024-06-03,100,0
1,1,2024-06-04,105,0
1,1,2024-06-05,108,0
1,1,2024-06-06,97,0
1,1,2024-06-07,96,0
1,1,2024-06-08,92,0
1,1,2024-06-09,86,0
1,1,2024-06-10,97,0
1,1,2024-06-11,103,0
1,1,2024-06-12,108,0
1,1,2024-06-13,105,0
1,1,2024-06-14,97,0
1,1,2024-06-15,92,0
1,1,2024-06-16,94,0
1,1,2024-06-17,98,0
1,1,2024-06-18,103,0
1,1,2024-06-19,108,0
1,1,2024-06-20,105,0
1,1,2024-06-21,90,0
1,1,2024-06-22,93,0
1,1,2024-06-23,93,0
1,1,2024-06-24,98,0
1,1,2024-06-25,104,0
1,1,2024-06-26,106,0
1,1,2024-06-27,103,0
1,1,2024-06-28,93,0
1,1,2024-06-29,91,0
1,1,2024-06-30,89,0
1,1,2024-07-01,100,0
1,1,2024-07-02,106,0
1,1,2024-07-03,109,0
1,1,2024-07-04,102,0
1,1,2024-07-05,96,0
1,1,2024-07-06,101,1
1,1,2024-07-07,92,0
1,1,2024-07-08,100,0
1,1,2024-07-09,103,0
1,1,2024-07-10,109,0
1,1,2024-07-11,106,0
1,1,2024-07-12,95,0
1,1,2024-07-13,85,0
1,1,2024-07-14,90,0
1,1,2024-07-15,99,0
1,1,2024-07-16,103,0
1,1,2024-07-17,103,0
1,1,2024-07-18,101,0
1,1,2024-07-19,91,0
1,1,2024-07-20,88,0
1,1,2024-07-21,85,0
1,1,2024-07-22,99,0
1,1,2024-07-23,104,0
1,1,2024-07-24,110,0
1,1,2024-07-25,101,0
1,1,2024-07-26,93,0
1,1,2024-07-27,87,0
1,1,2024-07-28,88,0
1,1,2024-07-29,105,0
1,1,2024-07-30,104,0
1,1,2024-07-31,110,0
1,1,2024-08-01,98,0
1,1,2024-08-02,94,0
1,1,2024-08-03,105,1
1,1,2024-08-04,89,0
1,1,2024-08-05,96,0
1,1,2024-08-06,104,0
1,1,2024-08-07,106,0
1,1,2024-08-08,109,0
1,1,2024-08-09,93,0
1,1,2024-08-10,89,0
1,1,2024-08-11,95,0
1,1,2024-08-12,95,0
1,1,2024-08-13,105,0
1,1,2024-08-14,106,0
1,1,2024-08-15,101,0
1,1,2024-08-16,92,0
1,1,2024-08-17,85,0
1,1,2024-08-18,90,0
1,1,2024-08-19,94,0
1,1,2024-08-20,108,0
1,1,2024-08-21,109,0
1,1,2024-08-22,100,0
1,1,2024-08-23,91,0
1,1,2024-08-24,88,0
1,1,2024-08-25,87,0
1,1,2024-08-26,102,0
1,1,2024-08-27,106,0
1,1,2024-08-28,108,0
1,1,2024-08-29,103,0
1,1,2024-08-30,91,0
1,1,2024-08-31,90,0
1,1,2024-09-01,89,0
1,1,2024-09-02,100,0
1,1,2024-09-03,104,0
1,1,2024-09-04,110,0
1,1,2024-09-05,102,0
1,1,2024-09-06,99,0
1,1,2024-09-07,94,1
1,1,2024-09-08,89,0
1,1,2024-09-09,94,0
1,1,2024-09-10,103,0
1,1,2024-09-11,108,0
1,1,2024-09-12,104,0
1,1,2024-09-13,101,0
1,1,2024-09-14,87,0
1,1,2024-09-15,86,0
1,1,2024-09-16,99,0
1,1,2024-09-17,101,0
1,1,2024-09-18,108,0
1,1,2024-09-19,99,0
1,1,2024-09-20,93,0
1,1,2024-09-21,90,0
1,1,2024-09-22,88,0
1,1,2024-09-23,99,0
1,1,2024-09-24,107,0
1,1,2024-09-25,100,0
1,1,2024-09-26,98,0
1,1,2024-09-27,87,0
1,1,2024-09-28,93,0
1,1,2024-09-29,88,0
1,1,2024-09-30,102,0
1,1,2024-10-01,99,0
1,1,2024-10-02,104,0
1,1,2024-10-03,103,0
1,1,2024-10-04,92,0
1,1,2024-10-05,98,1
1,1,2024-10-06,85,0
1,1,2024-10-07,100,0
1,1,2024-10-08,106,0
1,1,2024-10-09,107,0
1,1,2024-10-10,98,0
1,1,2024-10-11,93,0
1,1,2024-10-12,85,0
1,1,2024-10-13,83,0
1,1,2024-10-14,96,0
1,1,2024-10-15,103,0
1,1,2024-10-16,109,0
